First name,Name,Citation,SDG
B.M.,Colosimo,"COLOSIMO, B. M., E., D. C., JONES-FARMER, A., PAYNABAR, K. (2021). Artificial Intelligence and Statistics for Quality Technology: An Introduction to the Special Issue. <i>Journal of Quality Technology</i>, <i>53</i> (5), 443-453.",
B.M.,COLOSIMO,"COLOSIMO, B. M., MEGAHED, F., FARMER, L., PAYNABAR, K., RANJAN, C., WOODALL, W. (2024). Statistical Process Monitoring from Industry 2.0 to Industry 4.0: Insights into Research and Practice. <i>Technometrics</i>, 1–24. doi:10.1080/00401706.2024.2327341.","Industry, Innovation and Infrastructure"
B.R.,Baliga,"RAJKUMAR, T. M., BALIGA, B. R., YADAV, S. B. (1994). Systems to Support Reasoning by Analogy. <i>Journal of Computer Information Systems</i>, <i>34</i> (4), 81-87.",
Babak,Farmanesh,"AZIMPOOR, S., TAGHIPOUR, S., FARMANESH, B., SHARIFI, M. (2022). Joint Planning of Production and Inspection of Parallel Machines with Two-phase of Failure. <i>Reliability Engineering & System Safety</i>.",
Babita,Bhatt,"BHATT, B., QURESHI, I., SUTTER, C. (2021). How do intermediaries build inclusive markets? The role of social context. <i>Journal of Management Studies</i>.",
Babita,Bhatt,"QURESHI, I., SUTTER, C., BHATT, B. (2018). Objects, boundary workers, and the transformative power of knowledge sharing. <i>Organization Studies</i>.",
Babita,Bhatt,"SUTTER, C., BHATT, B., QURESHI, I. (2021). What makes resource provision an effective means of poverty alleviation? A resourcing perspective. <i>Organization Science</i>.",
Baofeng,Huo,"CHEN, H., JIN, Y., HUO, B. (2020). Understanding logistics and distribution innovations in China. <i>International Journal of Physical Distribution and Logistics Management</i>, <i>50</i> (3), 313-322.",
Baohong,Liu,"ELLRAM, L., LIU, B. (2002). Purchasing and Supply Management: A Key Lever in Financial Performance. <i>Supply Chain Management Review</i>, <i>6</i> (6), 30-37.",
Baohong,Liu,"LIU, B., ELLRAM, L. (2001). Supply Chain Management: A Financial Impact Perspective. <i>12th Annual North American Research/Teaching Symposium on Purchasing and Supply Chain Management, Memphis, TN</i>.",
Baohong,Liu,"LIU, B., ELLRAM, L. (2002). Supply Chain Design and Product Life Cycle: A Framework of Fit. <i>13th Annual North American Research/Teaching Symposium on Purchasing and Supply Chain Management, Dallas, TX</i>.",
Barbara,Flynn,"RODE, J., HUANG, X., FLYNN, B. (2016). A Cross-Cultural Examination of the Relationships among Human Resource Management Practices and Organizational Commitment: An Institutional Collectivism Perspective. <i>Human Resource Management Journal</i>, <i>26</i> (4), 471-489.",
Barbara,Frazier,"FRAZIER, B., STOEL, L., NIEHM, L., ECKERSON, N. (2013). Optimism for new business survival in rural communities: An institutional perspective.. <i>Journal of Small Business and Entrepreneurship</i>, <i>26</i> (5), 443-462. doi:DOI:     10.1080/08276331.2013.876761.",
Barbara B.,Flynn,"NI, J., FLYNN, B. B., JACOBS, F.  R. (2014). Impact of product recall announcements on retailers? financial value. <i>International Journal of Production Economics</i>, <i>153</i>, 309-322. doi:https://doi.org/10.1016/j.ijpe.2014.03.014.",
Barbara B.,Flynn,"NI, J., FLYNN, B. B., JACOBS, F.  R. (2014). Impact of Recalls on Retailer Shareholder Wealth in the U.S.. <i>CRC Press</i>.",
Barbara B.,Flynn,"NI, J., FLYNN, B. B., JACOBS, F.  R. (2014). Impact of Toy Recalls on Shareholder Wealth in the U.S.. <i>CRC Press</i>.",
Barbara B.,Flynn,"NI, J., FLYNN, B. B., JACOBS, F.  R. (2014). Importance of Product Recalls. <i>CRC Press</i>.",
Barbara B.,Flynn,"NI, J., FLYNN, B. B., JACOBS, F.  R. (2015). The Effect of a Toy Industry Product Recall Announcement on Shareholder Wealth. <i>International Journal of Production Research</i>, <i>54</i> (18), 5404-5415. doi:https://doi.org/10.1080/00207543.2015.1106608.",
Barbara F.,Flynn,"NI, J., MELNYK, S. A., RITCHIE, W. J., FLYNN, B. F. (2016). Why be first if it doesn't pay? The case of early adopters of C-TPAT supply chain security certification. <i>International Journal of Operations & Production Management</i>, <i>36</i> (10), 1161 - 1181. doi:https://doi.org/10.1108/IJOPM-01-2015-0041.",
Bård,Stillerud,"DAHLSTROM, R., NYGAARD, A., STILLERUD, B. (2000). A Preliminary Investigation of Antecedents to Role Conflict and Ambiguity in Retail Alliances. <i>American Marketing Association Proceedings</i>.",
Bård,Stillerud,"DAHLSTROM, R., NYGAARD, A., STILLERUD, B. (2000). A Preliminary Investigation of Effectivemess in Retail Mergers. <i>2000 Business-to-Business Facutly Consortium</i>.",
Barry,Brewer,"BREWER, B., ASHENBAUM, B., BLAIR, C. (2018). The Merchants of Venice and the Roughnecks of Bakken: Human Asset Specificity in Turbulent Environments. <i>Decision Sciences Annual Meeting</i>, Chicago.",
Barry,Brewer,"BREWER, B., ASHENBAUM, B., BLAIR, C. (2018). The Merchants of Venice and the Roughnecks of Bakken: Human Asset Specificity in Turbulent Environments. <i>Decision Sciences Annual Meeting</i>, Chicago.",
Barry,Hirsch,"CURME, M., HIRSCH, B., MACPHERSON, D. (1990). Union Membership and Contract Coverage in the United States, 1983-1988. <i>ILR Review (Industrial and Labor Relations Review)</i>, <i>44</i> (1), 5-33.",
Ba?ar,Öztay?i,"YANIK, S., SURER, O., ÖZTAY?I, B. (2016). Designing sustainable energy regions using genetic algorithms and location-allocation approach. <i>Applied Energy</i>, <i>97</i>, 161-172. doi:10.1016/j.energy.2015.12.116.",NONE
Bashir,Qasmi,"LI, J., FAUSTI, S., DIERSEN, M., QASMI, B., LANGE, B. (2013). The Effect of Animal Gender on Producer Marketing Behavior. <i>Applied Economics Letters</i>, <i>20</i>, 180-185.",
Bashir,Qasmi,"LI, J., FAUSTI, S., QASMI, B. (2010). Value Based Marketing:  A Discussion of Issues and Trends in the Slaughter Cattle Market. <i>Journal of Agribusiness</i>, <i>28</i>, 89-110.",
Becca,Peets,"SMITH, B., CONGER, M., PEETS, B. (2018). Co-constructing an optional identity: A multi-level boundary work model of faith and entrepreneurship. <i>Social Entrepreneurship Conference</i>, Los Angeles.",
Becca,Peets,"SMITH, B., CONGER, M., PEETS, B. (2019). Leading by faith without dividing the flock: A boundary work perspective on faith and entrepreneurship. <i>Babson College - Kauffman Foundation Entrepreneurship Research Conference</i>, Wellseley.",
Becca,Peets,"SMITH, B., CONGER, M., PEETS, B. (2019). Leading by faith without dividing the flock: A boundary work perspective on faith and entrepreneurship. <i>Babson College - Kauffman Foundation Entrepreneurship Research Conference</i>, Wellseley.",
Becky,Crews,"MCGLOTHIN, J., CREWS, B., EYMAN, D., CHISUM, REITZ, B. (2019). Innovative Teaching Strategies for the Business Communication Classroom: Tactics from First Year Integrated Core Faculty. <i>Association of Business Communication</i>, Detroit.",
Becky,Crews,"MCGLOTHIN, J., CREWS, B., EYMAN, D., CHISUM, REITZ, B. (2019). Innovative Teaching Strategies for the Business Communication Classroom: Tactics from First Year Integrated Core Faculty. <i>Association of Business Communication</i>, Detroit.",
Ben,Chabot,"MOUL, C., CHABOT, B. (2014). Bank Panics, Government Guarentees, and the Long Run Size of the Finacial Sector: Evidence from Free-Banking America. <i>Journal of Money, Credit and Banking</i>, <i>46</i> (5), 961-967.",
Benedetto,Cannatelli,"CANNATELLI, B., SMITH, B., GUIDICI, A., JONES, J., CONGER, M. (2016). An Expanded Model of Distributed Leadership During Organizational Knowledge Creation in Social Entrepreneurship.. <i>Long Range Planning</i>, <i>50</i> (5), 582-602. doi:https://doi.org/10.1016/j.lrp.2016.10.002.",NONE
Benedetto,Cannatelli,"CANNATELLI, B., SMITH, B., SYDOW, A. (2019). Entrepreneurship in the controversial economy: Toward a research agenda. <i>Journal of Business Ethics</i>, <i>155</i>, 837-851.",
Benedetto,Cannatelli,"GIUDICI, A., COMBS, J., CANNATELLI, B., SMITH, B. (2020). Successful scaling in social franchising: The case of Impact Hub. <i>Entrepreneurship Theory and Practice</i>, <i>44</i>, 288-314.",
Benedetto,Cannatelli,"SMITH, B., KNAPP, J., BARR, T., STEVENS, C., CANNATELLI, B. (2010). Social Enterprises and the Timing of Conception: Organizational Identity Tension, Management and Marketing. <i>Journal of NonProfit and Public Sector Marketing</i>.",
Benedetto,Cannatelli,"SMITH, B., KNAPP, J., CANNATELLI, B. (2016). The role of person-facilitator fit and poverty alleviation. <i>Academy of Management Conference</i>.",
Benedetto,Cannatelli,"SMITH, B., KNAPP, J., CANNATELLI, B. (2020). Entrepreneurship at the Base-of-the-Pyramid: The moderating role of person-facilitator fit and poverty alleviation.. <i>Journal of Social Entrepreneurship</i>.",
Benjamin,Taylor,"TAYLOR, B., LI, J. (2015). Do Fewer Guns Lead to Less Crime? Evidence from Australia. <i>International Review of Law and Economics</i>, <i>42</i>, 72-78.",NONE
Benjamin,Witt,"WITT, B., WOLANSKE, S., MERHOUT, J. (2020). A COBIT 2019 Expansion: I&T Governance Framework for Artificial Intelligence in Marketing. <i>ISACA Journal</i>.",
Benoit,Raymond,"ROBEY, D., ANDERSON, C., RAYMOND, B. (2013). Information Technology, Materiality and Organizational Change: A Professional Odyssey. <i>Journal of the Association for Information Systems</i>, <i>14</i> (7), 379-398. doi:http://10.17705/1jais.00337.",
Benoit,Raymond,"ROBEY, D., RAYMOND, B., ANDERSON, C. (2012). Theorizing Information Technology as a Material Artifact in Information Systems Research. <i>Oxford University Press</i>.",
Bente,FLYGANSVAER,"DAHLSTROM, R., FLYGANSVAER, B. (2024). Trust in Circular Supply Chains: An Exploratory Study of Consumer Governance. <i>Nordic Researchers in Logistics</i>, Stockholm, Sweden.","Decent Work and Economic Growth, Good Health and Well-Being, Industry, Innovation and Infrastructure, Partnerships for the Goals, Responsible Consumption and Production, Sustainable Cities and Communities"
Bente,FLYGANSVAER,"DAHLSTROM, R., FLYGANSVAER, B. (2024). Trust in Circular Supply Chains; An Exploratory Study of Consumer Governance. Stockholm, Sweden, Sweden.","Climate Action, Good Health and Well-Being, Industry, Innovation and Infrastructure, Partnerships for the Goals, Peace, Justice and Strong Institutions, Responsible Consumption and Production, Sustainable Cities and Communities"
Bente,Flygansvaer,"FLYGANSVAER, B., DAHLSTROM, R., NYGAARD, A. (2018). Exploring the Pursuit of Sustainability in Reverse Supply Chains for Electronics. <i>Journal of Cleaner Production</i>, <i>189</i> (10), 472-484.","Industry, Innovation and Infrastructure, Partnerships for the Goals, Peace, Justice and Strong Institutions, Responsible Consumption and Production, Sustainable Cities and Communities"
Bente,Flygansvær,"FLYGANSVÆR, B., DAHLSTROM, R. (2024). Enhancing circular supply chains via ecological packaging: An empirical investigation of an extended producer responsibility network. <i>Journal of Cleaner Production</i>, <i>468</i>, 142948. doi:10.1016/j.jclepro.2024.142948.","Climate Action, Industry, Innovation and Infrastructure, Partnerships for the Goals, Peace, Justice and Strong Institutions, Responsible Consumption and Production, Sustainable Cities and Communities"
Bente,Flygansvær,"FLYGANSVÆR, B., DAHLSTROM, R., NYGAARD, A. (2019). Green Innovation in Recycling, - A Preliminary Analysis of Reversed Logistics in Norway. <i>World Review of Entrepreneurship, Management and Sustainable Development</i>, <i>15</i> (6), 719-733.","Climate Action, Decent Work and Economic Growth, Industry, Innovation and Infrastructure, Partnerships for the Goals, Peace, Justice and Strong Institutions"
Benton,W.C.,"SCHWIETERMAN, M., MANUS, R., THOMAS, G., W.C., B., ESEN, A.-M. (2021). Supply chain integration for middle-market firms: a qualitative investigation. <i>International Journal of Logistics Management</i>.",
Bergbrant,Mikael,"MIKAEL, B., KASSA, H. (2018). Is Idiosyncratic Volatility Related to Returns? Evidence from a Subset of Firms with Quality Idiosyncratic Volatility Estimate. <i>Financial Management Association</i>, San Diego.",
Bergbrant,Mikael,"MIKAEL, B., KASSA, H. (2018). Is Idiosyncratic Volatility Related to Returns? Evidence from a Subset of Firms with Quality Idiosyncratic Volatility Estimate. <i>Financial Management Association</i>, San Diego.",
Bernard,La Londe,"ELLRAM, L., LA LONDE, B., WEBER, M. (1989). Retail Logistics. <i>International Journal of Physical Distribution and Materials Management</i>, <i>19</i> (12), 29-39.",
Beth,Davis-Sramek,"THOMAS, R., DAVIS-SRAMEK, B., ESPER, T., MURFIELD, M. (2014). Attribution Effects of Time Pressure in Retail Supply Chain Relationships: Moving from 'What' to 'Why'. <i>Journal of Business Logistics</i>, <i>35</i> (3), 225-240.",
Beth A.,Virnig,"DUAN, Y., SHIPPEE, T. P., NG, W., AKOSIONU, O., WOODHOUSE, M., CHU, H., AHLUWALIA, J. S., GAUGLER, J. E., VIRNIG, B. A., ... BOWBLIS, J. (2020). Unmet and Unimportant Preferences Among Nursing Home Residents: What Are Key Resident and Facility Factors? <i>Journal of the American Medical Directors Association</i>, <i>21</i> (11), 1712-1717. doi:10.1016/j.jamda.2020.06.033.",Good Health and Well-Being
Beth A.,Virnig,"SHIPPEE, T. T., NG, W., DUAN, Y., WOODHOUSE, M., AKOSIONU, O., CHU, H., AHLUWALIA, J. S., GAUGLER, J. E., VIRNIG, B. A., ... BOWBLIS, J. (2020). Changes over Time in Racial/Ethnic Differences in Quality of Life for Nursing Home Residents: Patterns within and between Facilities. <i>Journal of Aging and Health</i>, <i>32</i> (10), 1498-1509. doi:10.1177/0898264320939006.",Good Health and Well-Being
Betsy,Gelb,"OAKENFULL, G., BLAIR, E., GELB, B., DACIN, P. (2000). A Process For Measuring Brand Meaning With Implications For Extension Decisions. <i>Journal of Advertising Research</i>.",
Betsy,Gelb,"OAKENFULL, G., GELB, B. (1996). Research-Based Advertising to Preserve Brand Equity But Avoid 'Genericide'. <i>Journal of Advertising Research</i>.",
Betty,Simkins,"BOROKHOVICH, K., BRICKER, R., BRUNARSKI, K., SIMKINS, B. (1998). Finance Research Productivity Measures by Area. <i>Journal of Financial Education</i>, 8-20.",
Betty,Simkins,"BOROKHOVICH, K., BRICKER, R., BRUNARSKI, K., SIMKINS, B. (1998). Finance Research Productivity Measures by Area. <i>Journal of Financial Education</i>, 8-20.",
Betty,Simkins,"BOROKHOVICH, K., BRICKER, R., BRUNARSKI, K., SIMKINS, B. (1998). The Institutional and Geographic Distribution of Authorship in Finance Research. <i>Financial Practice and Education</i>, 41-50.",
Betty,Simkins,"BRUNARSKI, K., BOROKHOVICH, K., CRUTCHLEY, C., SIMKINS, B. (2004). Board Composition and Corporate Investment in Interest Rate Derivatives. <i>Journal of Financial Research</i>, <i>27</i> (2), 199-216.",
Bianca Maria,Colosimo,"COLOSIMO, B. M., DEL CASTILLO, E., FARMER, L., PAYNABAR, K. (2021). Artificial intelligence and statistics for quality technology: an introduction to the special issue. <i>Journal of Quality Technology</i>, <i>53</i> (5), 443-453. doi:10.1080/00224065.2021.1987806.",
Bidisha,Chakrabarty,"BOULTON, T., BRAGA-ALVES, M., CHAKRABARTY, B. (2020). The Effect of Disclosure Opacity on Trading Opacity: New Evidence from ADR Trades in Dark Pools. <i>Financial Management Association</i>, N/A.",
Bidisha,Chakrabarty,"BOULTON, T., BRAGA-ALVES, M., CHAKRABARTY, B. (2020). The Effect of Disclosure Opacity on Trading Opacity: New Evidence from ADR Trades in Dark Pools. <i>Financial Management Association</i>, N/A.",NONE
Bidisha,Chakrabarty,"BOULTON, T., BRAGA-ALVES, M., CHAKRABARTY, B. (2022). The Effect of Reporting Opacity on Trading Opacity: New Evidence from ADR Trades in Dark Pools. <i>Contemporary Accounting Research</i>.",NONE
Bill,Craighead,"CRAIGHEAD, B., DAVIS, G., MILLER, N. (2010). Interest Differentials and Extreme Support for Uncovered Interest Rate Parity. <i>International Review of Economics & Finance</i>.",
Bill,Francis,"BOULTON, T., FRANCIS, B., SHOHFI, T., XIN (2017). Investor Awareness or Information Asymmetry? Wikipedia and IPO Underpricing. <i>China International Conference in Finance</i>, Hangzhou.",
Bill,Francis,"BOULTON, T., FRANCIS, B., SHOHFI, T., XIN (2021). Investor Awareness or Information Asymmetry? Wikipedia and IPO Underpricing. <i>Financial Review (US)</i>, <i>56</i>.",NONE
Billy,Brewster,"HERDA, D., GRENIER, J., BREWSTER, B., MARSHALL, M. (2021). Big 4 firms as legal service providers: Implications for audit practice and future research directions.. <i>Accounting Horizons</i>.",
Billy,Brewster,"REFFETT, A., BREWSTER, B., BALLOU, B. (2012). Comparing Auditor versus Non-Auditor Assessments of Auditor Liability: An Experimental Investigation of Experts' versus Lay Evaluators' Judgments. <i>14th Annual North American Research/Teaching Symposium on Purchasing and Supply Chain Management, Tempe: AZ</i>, <i>31</i> (3), pp. 125-148.",
Bin,Weng,"WENG, B., MARTINEZ, W., TSAI, Y.-T., LU, L., BARTH, J. R., MEGAHED, F., CHEN, L. (2018). Macroeconomic indicators alone can predict the monthly closing price of major U.S. indices: Insights from artificial intelligence, time-series analysis and hybrid models. <i>Applied Soft Computing</i>, <i>71</i>, 685-697. doi:10.1016/j.asoc.2018.07.024.","Industry, Innovation and Infrastructure"
